#    Energy_c1    MgKa_sum_cps_c2    AlKa_sum_cps_c3    I0_KEITHLEY1_c4    KEITHLEY1_GAIN_c5    I1_KEITHLEY2_c6    KEITHLEY2_GAIN_c7    KEITHLEY3_c8    KEITHLEY3_GAIN_c9    KEITHLEY4_TEY_c10    KEITHLEY4_GAIN_c11    D1_MgKa_corr_c12    D1_AlKa_corr_c13    D2_MgKa_corr_c14    D2_AlKa_corr_c15    D3_MgKa_corr_c16    D3_AlKa_corr_c17    D4_MgKa_corr_c18    D4_AlKa_corr_c19    D1_MgKa_c20    D1_MgKa_dxp_c21    D1_AlKa_c22    D1_AlKa_dxp_c23    D1_ICR_c24    D1_OCR_c25    D1_TrueICR_c26    D2_MgKa_c27    D2_MgKa_dxp_c28    D2_AlKa_c29    D2_AlKa_dxp_c30    D2_ICR_c31    D2_OCR_c32    D2_TrueICR_c33    D3_MgKa_c34    D3_MgKa_dxp_c35    D3_AlKa_c36    D3_AlKa_dxp_c37    D3_ICR_c38    D3_OCR_c39    D3_TrueICR_c40    D4_MgKa_c41    D4_MgKa_dxp_c42    D4_AlKa_c43    D4_AlKa_dxp_c44    D4_ICR_c45    D4_OCR_c46    D4_TrueICR_c47    DD1_ERTM_c48    DD2_ERTM_c49    DD3_ERTM_c50    DD4_ERTM_c51    DD1_ELTM_c52    DD2_ELTM_c53    DD3_ELTM_c54    DD4_ELTM_c55
    1.579801290E+03    1.328465012E+05    1.376469883E+05    2.119875639E-01    7.000000000E+00   -1.384461738E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.461281580E+04    3.597812297E+04    3.586808216E+04    3.698606244E+04    2.890293951E+04    2.992721618E+04    3.346266370E+04    3.475558675E+04    6.682700000E+04    2.700000000E+01    6.946300000E+04    1.000000000E+00    3.793460049E+04    3.678617098E+04    3.810584750E+04    6.615500000E+04    3.300000000E+01    6.821700000E+04    3.000000000E+00    3.803812434E+04    3.523817093E+04    3.821031048E+04    5.516600000E+04    2.800000000E+01    5.712100000E+04    0.000000000E+00    3.161438756E+04    3.028457177E+04    3.173319146E+04    6.416000000E+04    4.200000000E+01    6.663900000E+04    4.000000000E+00    3.668738890E+04    3.532567260E+04    3.684752478E+04    1.999963520E+00    1.999961920E+00    1.999962240E+00    1.999961920E+00    1.939456640E+00    1.852808640E+00    1.915813120E+00    1.925751360E+00
    1.580000770E+03    1.321922541E+05    1.369149623E+05    2.122011902E-01    7.000000000E+00   -1.385072099E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.411320910E+04    3.544251046E+04    3.606871487E+04    3.710192481E+04    2.896379679E+04    2.990451652E+04    3.304653335E+04    3.446601047E+04    6.585000000E+04    2.500000000E+01    6.841600000E+04    3.000000000E+00    3.742623900E+04    3.628433019E+04    3.759291184E+04    6.664200000E+04    2.200000000E+01    6.855100000E+04    3.000000000E+00    3.813204091E+04    3.538780967E+04    3.830508127E+04    5.529700000E+04    3.000000000E+01    5.709300000E+04    1.000000000E+00    3.161373085E+04    3.029219309E+04    3.173252981E+04    6.334700000E+04    3.700000000E+01    6.606800000E+04    1.000000000E+00    3.634081884E+04    3.498232838E+04    3.649793380E+04    1.999954240E+00    1.999954240E+00    1.999954240E+00    1.999952640E+00    1.938981760E+00    1.856032000E+00    1.916366720E+00    1.925240960E+00
    1.580200130E+03    1.316709900E+05    1.362459232E+05    2.122927443E-01    7.000000000E+00   -1.385072099E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.422661705E+04    3.549919036E+04    3.585352916E+04    3.697342733E+04    2.876198938E+04    2.966291309E+04    3.282885443E+04    3.411039247E+04    6.594800000E+04    3.000000000E+01    6.840000000E+04    3.000000000E+00    3.745597517E+04    3.624692792E+04    3.762291386E+04    6.620700000E+04    3.300000000E+01    6.827500000E+04    4.000000000E+00    3.804240472E+04    3.528443715E+04    3.821462975E+04    5.491100000E+04    2.300000000E+01    5.663100000E+04    1.000000000E+00    3.136771261E+04    3.005522133E+04    3.148466463E+04    6.296600000E+04    2.900000000E+01    6.542400000E+04    1.000000000E+00    3.609925712E+04    3.476879551E+04    3.625428361E+04    1.999948800E+00    1.999946880E+00    1.999952000E+00    1.999954240E+00    1.935339520E+00    1.855014400E+00    1.916269440E+00    1.926219200E+00
    1.580403894E+03    1.314277004E+05    1.361404355E+05    2.124148165E-01    7.000000000E+00   -1.387513542E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.420937364E+04    3.558262342E+04    3.562961536E+04    3.669345262E+04    2.875920232E+04    2.970944353E+04    3.282950908E+04    3.415491595E+04    6.596500000E+04    3.800000000E+01    6.861300000E+04    5.000000000E+00    3.750725358E+04    3.632411025E+04    3.767465121E+04    6.581100000E+04    3.000000000E+01    6.777600000E+04    5.000000000E+00    3.769754501E+04    3.497208753E+04    3.786665127E+04    5.490100000E+04    2.000000000E+01    5.671500000E+04    3.000000000E+00    3.143016977E+04    3.011250589E+04    3.154758930E+04    6.293900000E+04    4.100000000E+01    6.548000000E+04    1.000000000E+00    3.605281828E+04    3.470808310E+04    3.620744488E+04    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.936953920E+00    1.855361920E+00    1.916116800E+00    1.925443200E+00
    1.580599605E+03    1.314161448E+05    1.363357839E+05    2.125063706E-01    7.000000000E+00   -1.391786069E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.410088921E+04    3.550665154E+04    3.565525533E+04    3.678434474E+04    2.872239512E+04    2.973114440E+04    3.293760513E+04    3.431364324E+04    6.573900000E+04    2.400000000E+01    6.844900000E+04    4.000000000E+00    3.741757571E+04    3.622765500E+04    3.758417114E+04    6.574700000E+04    3.300000000E+01    6.782900000E+04    7.000000000E+00    3.783205370E+04    3.503811106E+04    3.800237299E+04    5.486800000E+04    3.600000000E+01    5.679500000E+04    3.000000000E+00    3.141202053E+04    3.011552521E+04    3.152930411E+04    6.300100000E+04    3.400000000E+01    6.563300000E+04    1.000000000E+00    3.616511950E+04    3.473663915E+04    3.632071402E+04    1.999963840E+00    1.999965120E+00    1.999965120E+00    1.999963200E+00    1.936330560E+00    1.852261760E+00    1.917423360E+00    1.920911040E+00
    1.580802871E+03    1.318550182E+05    1.365567873E+05    2.126589609E-01    7.000000000E+00   -1.398500038E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.435597456E+04    3.571315540E+04    3.580738879E+04    3.693266000E+04    2.866666539E+04    2.959269679E+04    3.302498950E+04    3.431827508E+04    6.622200000E+04    2.500000000E+01    6.883800000E+04    3.000000000E+00    3.763331570E+04    3.643296766E+04    3.780184426E+04    6.599700000E+04    2.200000000E+01    6.807100000E+04    2.000000000E+00    3.793765723E+04    3.512044404E+04    3.810893193E+04    5.476200000E+04    2.500000000E+01    5.653100000E+04    1.000000000E+00    3.133797587E+04    3.004480280E+04    3.145470564E+04    6.325200000E+04    3.400000000E+01    6.572900000E+04    3.000000000E+00    3.619968533E+04    3.481643587E+04    3.635557839E+04    1.999946880E+00    1.999946240E+00    1.999946560E+00    1.999946240E+00    1.936171840E+00    1.851473920E+00    1.917393920E+00    1.923512000E+00
    1.580999914E+03    1.317814193E+05    1.364373994E+05    2.125674067E-01    7.000000000E+00   -1.402772564E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.436891376E+04    3.565447843E+04    3.559654784E+04    3.671403515E+04    2.879458079E+04    2.967691851E+04    3.302137686E+04    3.439196732E+04    6.635500000E+04    2.800000000E+01    6.883700000E+04    2.000000000E+00    3.766727166E+04    3.652510778E+04    3.783610551E+04    6.571500000E+04    2.200000000E+01    6.777800000E+04    4.000000000E+00    3.773627760E+04    3.498958223E+04    3.790573271E+04    5.498900000E+04    3.500000000E+01    5.667400000E+04    2.000000000E+00    3.141331986E+04    3.010750099E+04    3.153061317E+04    6.334000000E+04    4.200000000E+01    6.596900000E+04    2.000000000E+00    3.625111179E+04    3.491808104E+04    3.640744953E+04    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.939345600E+00    1.854451200E+00    1.916822400E+00    1.926450240E+00
    1.581199988E+03    1.318551560E+05    1.367776798E+05    2.128115511E-01    7.000000000E+00   -1.405824369E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.434798055E+04    3.570022651E+04    3.557364663E+04    3.674451415E+04    2.893760543E+04    3.004729324E+04    3.299592337E+04    3.428564591E+04    6.624500000E+04    2.700000000E+01    6.885300000E+04    1.000000000E+00    3.766657866E+04    3.648615383E+04    3.783540628E+04    6.556500000E+04    1.700000000E+01    6.772300000E+04    1.000000000E+00    3.774153859E+04    3.493710930E+04    3.791104112E+04    5.536200000E+04    2.000000000E+01    5.748500000E+04    0.000000000E+00    3.170964767E+04    3.044754562E+04    3.182917064E+04    6.324300000E+04    3.500000000E+01    6.571500000E+04    0.000000000E+00    3.622946839E+04    3.487062488E+04    3.638561890E+04    1.999964160E+00    1.999965120E+00    1.999964160E+00    1.999964160E+00    1.937313920E+00    1.851400640E+00    1.920352320E+00    1.924969920E+00
    1.581398957E+03    1.321542611E+05    1.369703155E+05    2.131472496E-01    7.000000000E+00   -1.409486534E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.449598294E+04    3.586923314E+04    3.581299565E+04    3.689666092E+04    2.883443532E+04    2.983331150E+04    3.301084720E+04    3.437110991E+04    6.659300000E+04    3.000000000E+01    6.924400000E+04    4.000000000E+00    3.781617294E+04    3.666611012E+04    3.798634879E+04    6.606300000E+04    2.100000000E+01    6.806200000E+04    1.000000000E+00    3.794075461E+04    3.515258494E+04    3.811205737E+04    5.507800000E+04    2.100000000E+01    5.698600000E+04    2.000000000E+00    3.150888103E+04    3.020650264E+04    3.162689107E+04    6.338800000E+04    2.500000000E+01    6.600000000E+04    2.000000000E+00    3.625306623E+04    3.495758169E+04    3.640942089E+04    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.939136000E+00    1.852968960E+00    1.917283520E+00    1.928446400E+00
    1.581598856E+03    1.322561209E+05    1.370081413E+05    2.133303578E-01    7.000000000E+00   -1.413453880E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.445623025E+04    3.574962139E+04    3.594431648E+04    3.710444012E+04    2.882741192E+04    2.979382514E+04    3.302816226E+04    3.436025462E+04    6.649400000E+04    3.200000000E+01    6.899000000E+04    6.000000000E+00    3.771836129E+04    3.655861418E+04    3.788765499E+04    6.630400000E+04    2.700000000E+01    6.844400000E+04    3.000000000E+00    3.811552675E+04    3.531459329E+04    3.828841676E+04    5.521400000E+04    1.800000000E+01    5.706500000E+04    1.000000000E+00    3.148767283E+04    3.026800850E+04    3.160552361E+04    6.325000000E+04    3.600000000E+01    6.580100000E+04    4.000000000E+00    3.628763852E+04    3.489658626E+04    3.644429250E+04    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.938462400E+00    1.852975680E+00    1.922472960E+00    1.923249600E+00
    1.581804158E+03    1.326347345E+05    1.373851745E+05    2.135439841E-01    7.000000000E+00   -1.418031586E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.457799200E+04    3.587534132E+04    3.590650054E+04    3.700889310E+04    2.900607865E+04    3.000366579E+04    3.314416327E+04    3.449727425E+04    6.663200000E+04    3.700000000E+01    6.913200000E+04    3.000000000E+00    3.791598404E+04    3.669761065E+04    3.808706245E+04    6.612000000E+04    2.400000000E+01    6.815000000E+04    2.000000000E+00    3.806645890E+04    3.520808586E+04    3.823890254E+04    5.530300000E+04    2.600000000E+01    5.720500000E+04    2.000000000E+00    3.170313641E+04    3.033700481E+04    3.182261017E+04    6.341700000E+04    3.900000000E+01    6.600600000E+04    5.000000000E+00    3.638486129E+04    3.496008174E+04    3.654235855E+04    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.935719360E+00    1.849825280E+00    1.913773440E+00    1.921659200E+00
    1.581999215E+03    1.330737138E+05    1.376798228E+05    2.137270924E-01    7.000000000E+00   -1.421693751E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.453478652E+04    3.578290661E+04    3.611329073E+04    3.720318660E+04    2.905251067E+04    2.996217012E+04    3.337312587E+04    3.473155944E+04    6.646200000E+04    3.100000000E+01    6.886400000E+04    1.000000000E+00    3.777986150E+04    3.651782384E+04    3.794970959E+04    6.670000000E+04    1.600000000E+01    6.871300000E+04    3.000000000E+00    3.822906738E+04    3.546530577E+04    3.840299248E+04    5.544400000E+04    2.200000000E+01    5.718000000E+04    3.000000000E+00    3.168260628E+04    3.034620403E+04    3.180192491E+04    6.382600000E+04    3.700000000E+01    6.642400000E+04    2.000000000E+00    3.666884423E+04    3.521831143E+04    3.682881774E+04    1.999954880E+00    1.999954560E+00    1.999953600E+00    1.999953920E+00    1.933168960E+00    1.855342720E+00    1.915584960E+00    1.920824960E+00
    1.582202899E+03    1.334646710E+05    1.384840411E+05    2.139407187E-01    7.000000000E+00   -1.427186999E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.455155207E+04    3.592171144E+04    3.618045953E+04    3.741088461E+04    2.928650790E+04    3.032211725E+04    3.344615154E+04    3.482932779E+04    6.664900000E+04    3.500000000E+01    6.929200000E+04    4.000000000E+00    3.789753856E+04    3.671724609E+04    3.806844998E+04    6.674900000E+04    2.700000000E+01    6.901900000E+04    2.000000000E+00    3.843568094E+04    3.561775225E+04    3.861149762E+04    5.585200000E+04    3.200000000E+01    5.782700000E+04    1.000000000E+00    3.204422262E+04    3.067258401E+04    3.216628842E+04    6.410300000E+04    2.900000000E+01    6.675400000E+04    2.000000000E+00    3.672872400E+04    3.535167875E+04    3.688922213E+04    1.999959360E+00    1.999957760E+00    1.999961920E+00    1.999961600E+00    1.937672000E+00    1.853368000E+00    1.914305600E+00    1.925000640E+00
    1.582398895E+03    1.340388509E+05    1.387414153E+05    2.140322728E-01    7.000000000E+00   -1.434511330E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.488435969E+04    3.617276146E+04    3.614035947E+04    3.726681224E+04    2.938021339E+04    3.032058128E+04    3.363391838E+04    3.498126034E+04    6.725600000E+04    3.800000000E+01    6.974000000E+04    2.000000000E+00    3.818701345E+04    3.697961534E+04    3.836055480E+04    6.660500000E+04    3.600000000E+01    6.868100000E+04    5.000000000E+00    3.831083577E+04    3.546409012E+04    3.848550824E+04    5.611300000E+04    2.200000000E+01    5.790900000E+04    0.000000000E+00    3.202442550E+04    3.069851082E+04    3.214634009E+04    6.438000000E+04    3.700000000E+01    6.695900000E+04    1.000000000E+00    3.694306971E+04    3.551309094E+04    3.710545283E+04    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.936769600E+00    1.851340480E+00    1.917134400E+00    1.922547200E+00
    1.582604185E+03    1.344430100E+05    1.393296169E+05    2.143069352E-01    7.000000000E+00   -1.443971923E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.510373875E+04    3.644046021E+04    3.630535721E+04    3.747902177E+04    2.933976204E+04    3.032359782E+04    3.369415203E+04    3.508653713E+04    6.759600000E+04    3.200000000E+01    7.017000000E+04    3.000000000E+00    3.841583587E+04    3.715667179E+04    3.859147041E+04    6.681600000E+04    2.100000000E+01    6.897600000E+04    3.000000000E+00    3.848026369E+04    3.557217160E+04    3.865648988E+04    5.606500000E+04    2.200000000E+01    5.794500000E+04    1.000000000E+00    3.205659587E+04    3.074556080E+04    3.217875623E+04    6.449000000E+04    4.000000000E+01    6.715500000E+04    2.000000000E+00    3.705743756E+04    3.562066112E+04    3.722083099E+04    1.999963840E+00    1.999962240E+00    1.999963520E+00    1.999962880E+00    1.934384320E+00    1.848887360E+00    1.918166720E+00    1.922426240E+00
    1.582801849E+03    1.353685153E+05    1.402311781E+05    2.144595254E-01    7.000000000E+00   -1.452211795E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.523811008E+04    3.657719982E+04    3.654901565E+04    3.770413567E+04    2.956190301E+04    3.054221089E+04    3.401948659E+04    3.540763175E+04    6.784000000E+04    4.200000000E+01    7.041800000E+04    3.000000000E+00    3.860995297E+04    3.733740805E+04    3.878737314E+04    6.749000000E+04    2.800000000E+01    6.962300000E+04    2.000000000E+00    3.874020248E+04    3.593387391E+04    3.891882588E+04    5.654200000E+04    2.500000000E+01    5.841700000E+04    1.000000000E+00    3.228895687E+04    3.099827868E+04    3.241289974E+04    6.509100000E+04    3.100000000E+01    6.774700000E+04    3.000000000E+00    3.738262506E+04    3.592286215E+04    3.754890837E+04    1.999951360E+00    1.999951360E+00    1.999949760E+00    1.999952000E+00    1.933994240E+00    1.855019520E+00    1.919998720E+00    1.921857280E+00
    1.582999126E+03    1.361594048E+05    1.410913739E+05    2.146426337E-01    7.000000000E+00   -1.459841306E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.529081208E+04    3.673294850E+04    3.679302465E+04    3.790789903E+04    2.984641055E+04    3.089582332E+04    3.422915752E+04    3.555470303E+04    6.798100000E+04    3.100000000E+01    7.075900000E+04    2.000000000E+00    3.873008242E+04    3.747591741E+04    3.890861219E+04    6.781900000E+04    3.100000000E+01    6.987400000E+04    3.000000000E+00    3.900283919E+04    3.611382051E+04    3.918390124E+04    5.693900000E+04    4.000000000E+01    5.894100000E+04    4.000000000E+00    3.265141231E+04    3.126676041E+04    3.277816162E+04    6.553800000E+04    3.000000000E+01    6.807600000E+04    3.000000000E+00    3.751189705E+04    3.607283689E+04    3.767933627E+04    1.999951040E+00    1.999954560E+00    1.999951360E+00    1.999953600E+00    1.935147200E+00    1.851843200E+00    1.915101760E+00    1.923254080E+00
    1.583200566E+03    1.371212580E+05    1.420989080E+05    2.147952239E-01    7.000000000E+00   -1.468386358E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.553358967E+04    3.695103308E+04    3.700450802E+04    3.819603344E+04    3.015462825E+04    3.114802756E+04    3.442853210E+04    3.580381391E+04    6.851300000E+04    3.600000000E+01    7.124600000E+04    1.000000000E+00    3.897908053E+04    3.775312821E+04    3.915992130E+04    6.826200000E+04    3.600000000E+01    7.046000000E+04    2.000000000E+00    3.928731923E+04    3.640660581E+04    3.947104154E+04    5.746200000E+04    2.600000000E+01    5.935500000E+04    3.000000000E+00    3.288346615E+04    3.145402339E+04    3.301202881E+04    6.591400000E+04    4.500000000E+01    6.854700000E+04    5.000000000E+00    3.777967870E+04    3.632810450E+04    3.794952514E+04    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.999966720E+00    1.937132480E+00    1.853340800E+00    1.913054720E+00    1.923127680E+00
    1.583400633E+03    1.380185418E+05    1.429287085E+05    2.150088502E-01    7.000000000E+00   -1.476931411E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.596375951E+04    3.733774702E+04    3.739840751E+04    3.853448082E+04    3.011278383E+04    3.109083181E+04    3.454359094E+04    3.596564882E+04    6.920600000E+04    3.800000000E+01    7.185000000E+04    5.000000000E+00    3.935828581E+04    3.804713919E+04    3.954267480E+04    6.909700000E+04    1.800000000E+01    7.119600000E+04    5.000000000E+00    3.963563783E+04    3.678861805E+04    3.982264398E+04    5.754400000E+04    2.200000000E+01    5.941300000E+04    1.000000000E+00    3.288745908E+04    3.154652998E+04    3.301605306E+04    6.621800000E+04    5.000000000E+01    6.894400000E+04    5.000000000E+00    3.795133359E+04    3.654011387E+04    3.812273222E+04    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.999966400E+00    1.933389440E+00    1.856377920E+00    1.918411200E+00    1.925567360E+00
    1.583601569E+03    1.392907995E+05    1.442084215E+05    2.152224765E-01    7.000000000E+00   -1.487002365E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.617601250E+04    3.764534998E+04    3.770437532E+04    3.884144740E+04    3.044257109E+04    3.144907571E+04    3.496784060E+04    3.627254836E+04    6.970100000E+04    4.000000000E+01    7.253200000E+04    4.000000000E+00    3.968292219E+04    3.841032966E+04    3.987037639E+04    6.936900000E+04    1.900000000E+01    7.146100000E+04    4.000000000E+00    3.995318472E+04    3.692879766E+04    4.014321014E+04    5.807200000E+04    2.700000000E+01    5.999200000E+04    0.000000000E+00    3.323377937E+04    3.182416194E+04    3.336510404E+04    6.689600000E+04    3.400000000E+01    6.939200000E+04    3.000000000E+00    3.836804534E+04    3.686875507E+04    3.854324167E+04    1.999956800E+00    1.999956800E+00    1.999958400E+00    1.999959040E+00    1.935787840E+00    1.848609280E+00    1.915145920E+00    1.921838400E+00
    1.583801394E+03    1.403708058E+05    1.454117345E+05    2.154055848E-01    7.000000000E+00   -1.497378500E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.652465079E+04    3.791464347E+04    3.798097178E+04    3.914985951E+04    3.058428831E+04    3.170972051E+04    3.528089496E+04    3.663751104E+04    7.042200000E+04    3.400000000E+01    7.310200000E+04    5.000000000E+00    3.995584212E+04    3.870297222E+04    4.014589290E+04    6.989300000E+04    3.700000000E+01    7.204400000E+04    2.000000000E+00    4.028637874E+04    3.724641775E+04    4.047959837E+04    5.834600000E+04    2.300000000E+01    6.049300000E+04    2.000000000E+00    3.351408850E+04    3.209573435E+04    3.364764451E+04    6.756500000E+04    3.300000000E+01    7.016300000E+04    4.000000000E+00    3.871130472E+04    3.723895332E+04    3.888966082E+04    1.999949760E+00    1.999950720E+00    1.999954240E+00    1.999948800E+00    1.937279680E+00    1.848997760E+00    1.915361920E+00    1.923860480E+00
    1.584000108E+03    1.413341688E+05    1.465261460E+05    2.156497292E-01    7.000000000E+00   -1.507449454E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.679934377E+04    3.831326221E+04    3.843433200E+04    3.962592996E+04    3.083604200E+04    3.192037942E+04    3.526445100E+04    3.666657444E+04    7.078300000E+04    4.000000000E+01    7.369500000E+04    1.000000000E+00    4.043626465E+04    3.907718776E+04    4.063092994E+04    7.073400000E+04    2.100000000E+01    7.292700000E+04    1.000000000E+00    4.077874480E+04    3.770715158E+04    4.097673367E+04    5.886600000E+04    3.200000000E+01    6.093600000E+04    2.000000000E+00    3.376854278E+04    3.236209028E+04    3.390414070E+04    6.740400000E+04    3.500000000E+01    7.008400000E+04    5.000000000E+00    3.873142972E+04    3.718664854E+04    3.890997195E+04    1.999964800E+00    1.999965440E+00    1.999963520E+00    1.999965120E+00    1.932744320E+00    1.849308160E+00    1.916628800E+00    1.920190080E+00
    1.583979573E+03    1.413693839E+05    1.464966385E+05    2.155581750E-01    7.000000000E+00   -1.504702831E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.685662435E+04    3.828384265E+04    3.840254500E+04    3.955074252E+04    3.079814391E+04    3.180791912E+04    3.531207068E+04    3.685413418E+04    7.223000000E+04    3.800000000E+01    7.502700000E+04    4.000000000E+00    4.040507276E+04    3.911994582E+04    4.059943675E+04    7.207600000E+04    3.100000000E+01    7.423100000E+04    9.000000000E+00    4.069728417E+04    3.773736192E+04    4.089447994E+04    5.978000000E+04    3.400000000E+01    6.174000000E+04    2.000000000E+00    3.367152911E+04    3.226307704E+04    3.380634669E+04    6.862900000E+04    3.600000000E+01    7.162600000E+04    3.000000000E+00    3.887289185E+04    3.731747336E+04    3.905274523E+04    2.033872960E+00    2.033872960E+00    2.033872960E+00    2.033872960E+00    1.969183040E+00    1.885943360E+00    1.948784000E+00    1.952553280E+00
    1.584953072E+03    1.477828647E+05    1.529634555E+05    2.164459727E-01    7.000000000E+00   -1.559357873E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    3.847581309E+04    3.989922138E+04    4.002599141E+04    4.118507326E+04    3.228353910E+04    3.334595629E+04    3.699752106E+04    3.853320457E+04    7.468600000E+04    5.100000000E+01    7.744900000E+04    2.000000000E+00    4.220012373E+04    4.080734007E+04    4.241220931E+04    7.438300000E+04    3.000000000E+01    7.653700000E+04    3.000000000E+00    4.242947460E+04    3.928116032E+04    4.264388055E+04    6.205000000E+04    2.800000000E+01    6.409200000E+04    1.000000000E+00    3.523880341E+04    3.371276042E+04    3.538650489E+04    7.131200000E+04    4.800000000E+01    7.427200000E+04    6.000000000E+00    4.065704602E+04    3.903183638E+04    4.085385062E+04    2.017455680E+00    2.017455680E+00    2.017455680E+00    2.017455680E+00    1.950926400E+00    1.867725760E+00    1.930143680E+00    1.936793600E+00
    1.585946421E+03    1.536767462E+05    1.589463127E+05    2.170563335E-01    7.000000000E+00   -1.605412375E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.031391470E+04    4.174778787E+04    4.150126199E+04    4.272996533E+04    3.359829601E+04    3.476181075E+04    3.826327351E+04    3.970674873E+04    8.161900000E+04    4.700000000E+01    8.452200000E+04    3.000000000E+00    4.404069471E+04    4.250047227E+04    4.427176028E+04    8.038800000E+04    3.000000000E+01    8.276800000E+04    4.000000000E+00    4.399090462E+04    4.061566130E+04    4.422144597E+04    6.736900000E+04    3.600000000E+01    6.970200000E+04    4.000000000E+00    3.674417874E+04    3.508783077E+04    3.690481240E+04    7.700500000E+04    3.900000000E+01    7.991000000E+04    1.000000000E+00    4.203987400E+04    4.031788487E+04    4.225034586E+04    2.108964800E+00    2.108964800E+00    2.108964800E+00    2.108964800E+00    2.035175360E+00    1.947192000E+00    2.013949440E+00    2.022563520E+00
    1.586963646E+03    1.546466447E+05    1.601718990E+05    2.178886438E-01    7.000000000E+00   -1.619839087E-01    7.000000000E+00   -8.224612802E-02    3.000000000E+00   -7.766842145E-02    7.000000000E+00    4.029509153E+04    4.185990706E+04    4.181357922E+04    4.311774605E+04    3.378127191E+04    3.488797996E+04    3.875670201E+04    4.030626597E+04    8.304600000E+04    4.200000000E+01    8.627100000E+04    5.000000000E+00    4.417239996E+04    4.262577613E+04    4.440485510E+04    8.233400000E+04    2.800000000E+01    8.490200000E+04    2.000000000E+00    4.435310447E+04    4.089309674E+04    4.458747299E+04    6.901500000E+04    3.900000000E+01    7.127600000E+04    3.000000000E+00    3.693565201E+04    3.530147951E+04    3.709796971E+04    7.926100000E+04    4.600000000E+01    8.243000000E+04    6.000000000E+00    4.257389984E+04    4.075941959E+04    4.278977349E+04    2.146963840E+00    2.146963840E+00    2.146963840E+00    2.146963840E+00    2.071798080E+00    1.979472320E+00    2.051946880E+00    2.055454400E+00
